time_s_50hz,ecg_50hz,ppg_50hz,r_peak_sample_index,r_peak_time_s,rr_ms,detector_name,quality_flag
3.8,0.7537941739,0.4487273594,,,,,
3.82,0.8211579559,0.4380819872,,,,,
3.84,0.7575383553,0.4271355419,,,,,
3.86,0.6085884771,0.4157440143,,,,,
3.88,0.4543399342,0.4080354648,,,,,
3.9,0.3659303257,0.4052683373,,,,,
3.92,0.335294795,0.4033684774,,,,,
3.94,0.3344641396,0.3997084122,,,,,
3.96,0.3524655042,0.3986980531,,,,,
3.98,0.3665340649,0.3990413636,,,,,
4,0.3937263696,0.3979579387,,,,,
4.02,0.3970331842,0.3927400722,,,,,
4.04,0.3988166471,0.3861753464,,,,,
4.06,0.3705184325,0.3800387627,,,,,
4.08,0.3774003352,0.3818689239,,,,,
4.1,0.4109710843,0.3953095618,,,,,
4.12,0.384101411,0.4302742571,,,,,
4.14,0.3417713656,0.481333019,,,,,
4.16,0.3820777777,0.527049456,,,,,
4.18,0.3360435082,0.5555050593,,,,,
4.2,0.358175826,0.569412119,,,,,
4.22,0.2888077629,0.5755034434,,,,,
4.24,1.392852838,0.5745846456,212,4.248,648,wfdb_xqrs,ok
4.26,0.8774194304,0.5617509507,,,,,
4.28,0.2966404625,0.5385954855,,,,,
4.3,0.3709763174,0.5144523412,,,,,
4.32,0.3127586554,0.4934191511,,,,,
4.34,0.3852901244,0.4819192894,,,,,
4.36,0.3683236097,0.4793141447,,,,,
4.38,0.4190628613,0.475908882,,,,,
4.4,0.4583964801,0.4663312207,,,,,
4.42,0.5605929439,0.4540038472,,,,,
4.44,0.6741398369,0.4417848009,,,,,
4.46,0.750486429,0.4311839505,,,,,
4.48,0.746210526,0.4236798139,,,,,
4.5,0.6360615739,0.4176558617,,,,,
4.52,0.4928104449,0.4133233363,,,,,
4.54,0.3967656538,0.4114794085,,,,,
4.56,0.3729569954,0.4116147132,,,,,
4.58,0.3643725814,0.4108196529,,,,,
4.6,0.3713743021,0.409448491,,,,,
4.62,0.3874661195,0.409515993,,,,,
4.64,0.3973687039,0.4114134724,,,,,
4.66,0.4029317559,0.4200634524,,,,,
4.68,0.4060090245,0.4224114926,,,,,
4.7,0.3895179804,0.4221907516,,,,,
4.72,0.3913864959,0.4252034588,,,,,
4.74,0.4350077514,0.4472985726,,,,,
4.76,0.420995995,0.4958061713,,,,,
4.78,0.4029792038,0.5491419893,,,,,
4.8,0.446786934,0.5856129783,,,,,
4.82,0.4033930915,0.6094179164,,,,,
4.84,0.4448336928,0.620103585,,,,,
4.86,0.3763900291,0.6217093817,,,,,
4.88,1.4114261,0.6180671795,244,4.888,640,wfdb_xqrs,ok
4.9,0.8990396683,0.6030651502,,,,,
4.92,0.3361521425,0.5796893868,,,,,
4.94,0.4194067679,0.5488467807,,,,,
4.96,0.3419780361,0.5210912015,,,,,
4.98,0.4060328561,0.5047291421,,,,,
5,0.3954265586,0.4979162008,,,,,
5.02,0.4424099732,0.4944405517,,,,,
5.04,0.471206371,0.4879806647,,,,,
5.06,0.5588523088,0.4778357488,,,,,
5.08,0.6731833891,0.4683142107,,,,,
5.1,0.7418920889,0.4574414048,,,,,
5.12,0.7265033917,0.4478129579,,,,,
5.14,0.6147303698,0.4380960867,,,,,
5.16,0.4558960573,0.4272918688,,,,,
5.18,0.3581632095,0.4199875176,,,,,
5.2,0.3174378509,0.4146818087,,,,,
5.22,0.3053836464,0.4085846375,,,,,
5.24,0.3233343781,0.4062974475,,,,,
5.26,0.3350016734,0.4093296472,,,,,
5.28,0.3418559821,0.414354429,,,,,
5.3,0.3422214099,0.4162217839,,,,,
5.32,0.3296177169,0.4145690281,,,,,
5.34,0.3295491198,0.4109522814,,,,,
5.36,0.3471603238,0.4116411481,,,,,
5.38,0.3595341372,0.4235406857,,,,,
5.4,0.29504684,0.4539736286,,,,,
5.42,0.3439044214,0.5011615983,,,,,
5.44,0.2817690327,0.544637294,,,,,
5.46,0.3783347878,0.5734035272,,,,,
5.48,0.1844119027,0.5877962704,,,,,
5.5,0.9712138959,0.5907160178,,,,,
5.52,1.343524794,0.586746155,276,5.512,624,wfdb_xqrs,ok
5.54,0.2601586688,0.5735806274,,,,,
5.56,0.3583693304,0.5488813819,,,,,
5.58,0.2626293936,0.5185040423,,,,,
5.6,0.3413328482,0.4985987656,,,,,
5.62,0.3187582497,0.4847475462,,,,,
5.64,0.3802012179,0.4800408216,,,,,
5.66,0.4211459555,0.4759702802,,,,,
5.68,0.514929089,0.4663179001,,,,,
5.7,0.6307304705,0.4550945977,,,,,
5.72,0.7469184396,0.4447122748,,,,,
5.74,0.7652111281,0.4335992741,,,,,
5.76,0.6714433,0.4239066164,,,,,
5.78,0.4794855324,0.4174609228,,,,,
5.8,0.3292139144,0.4132207465,,,,,
5.82,0.2679956859,0.4128122517,,,,,
5.84,0.2709859998,0.4146493712,,,,,
5.86,0.3078651042,0.4193470225,,,,,
5.88,0.3294021027,0.4227704559,,,,,
5.9,0.3550658601,0.4230787006,,,,,
5.92,0.3772747733,0.4237884803,,,,,
5.94,0.3672529382,0.4212580473,,,,,
5.96,0.3371466284,0.4149890147,,,,,
5.98,0.3433523958,0.4092181262,,,,,
6,0.371348748,0.4105837589,,,,,
6.02,0.3842698455,0.4226770828,,,,,
6.04,0.3120777634,0.4507250389,,,,,
6.06,0.3764210409,0.4948601649,,,,,
6.08,0.3058088684,0.5333073126,,,,,
6.1,0.3995168736,0.5577509841,,,,,
6.12,0.2070968853,0.5760106058,,,,,
6.14,1.067215475,0.5823528004,,,,,
6.16,1.335916697,0.577248132,308,6.152,640,wfdb_xqrs,ok
6.18,0.3090057313,0.557677815,,,,,
6.2,0.4128687111,0.530934372,,,,,
6.22,0.3122931452,0.5028258042,,,,,
6.24,0.392855491,0.4827950451,,,,,
6.26,0.3743665505,0.4705266717,,,,,
6.28,0.4124798339,0.4664900224,,,,,
6.3,0.4607144914,0.4635429796,,,,,
6.32,0.5332783361,0.4543389242,,,,,
6.34,0.6435945345,0.4423164865,,,,,
6.36,0.7513204424,0.4307395793,,,,,
6.38,0.7721182706,0.4242336382,,,,,
6.4,0.6899863898,0.4200298536,,,,,
6.42,0.5397614395,0.4148358466,,,,,
6.44,0.4205881977,0.4144263226,,,,,
6.46,0.3572364666,0.4148302195,,,,,
6.48,0.3434565183,0.418044448,,,,,
6.5,0.3570053539,0.4209324046,,,,,
6.52,0.3634301993,0.4235581795,,,,,
6.54,0.3869685502,0.4242156002,,,,,
6.56,0.4060436154,0.4239732193,,,,,
6.58,0.390232429,0.4214399793,,,,,
6.6,0.3683199989,0.4171513171,,,,,
6.62,0.3840026104,0.4159881011,,,,,
6.64,0.4069998982,0.4311460994,,,,,
6.66,0.3976516825,0.473773942,,,,,
6.68,0.3341483472,0.5274713204,,,,,
6.7,0.4023483287,0.5646899362,,,,,
6.72,0.3148247077,0.5914898385,,,,,
6.74,0.4119618144,0.6067688591,,,,,
6.76,0.2054514964,0.6113096715,,,,,
6.78,1.197799224,0.6094684717,,,,,
6.8,1.09169655,0.6024259081,340,6.792,640,wfdb_xqrs,ok
6.82,0.2900123179,0.5857533381,,,,,
6.84,0.409500128,0.557077986,,,,,
6.86,0.2951783435,0.525071005,,,,,
6.88,0.3857338987,0.5011755952,,,,,
6.9,0.3721823526,0.4867938926,,,,,
6.92,0.423942055,0.4778804059,,,,,
6.94,0.4454323642,0.4708450911,,,,,
6.96,0.5392770832,0.4636314067,,,,,
6.98,0.6493122771,0.4559197163,,,,,
7,0.7389781304,0.4498404256,,,,,
7.02,0.746732305,0.4395746558,,,,,
7.04,0.6599392958,0.4283160505,,,,,
7.06,0.5270427889,0.4182966013,,,,,
7.08,0.4305202993,0.4112482903,,,,,
7.1,0.400737091,0.4081702466,,,,,
7.12,0.4090137266,0.4060032054,,,,,
7.14,0.434584129,0.4038546575,,,,,
7.16,0.4473360023,0.4058853545,,,,,
7.18,0.4470570698,0.4083272002,,,,,
7.2,0.445775693,0.4055576993,,,,,
7.22,0.4338390356,0.4017531643,,,,,
7.24,0.4207741967,0.3997217909,,,,,
7.26,0.4229363087,0.4020727056,,,,,
7.28,0.4385170264,0.4159099041,,,,,
7.3,0.4050209539,0.449785321,,,,,
7.32,0.3778891643,0.5006086486,,,,,
7.34,0.4069737677,0.5465931732,,,,,
7.36,0.3614780988,0.5747052141,,,,,
7.38,0.3751571146,0.584361615,,,,,
7.4,0.3810367182,0.5855198583,,,,,
7.42,1.50070812,0.5827087218,371,7.424,632,wfdb_xqrs,ok
7.44,0.8006162776,0.5744696483,,,,,
7.46,0.2694706247,0.5554905975,,,,,
7.48,0.382395423,0.5233716127,,,,,
7.5,0.3082432513,0.4920555668,,,,,
7.52,0.364388026,0.4712108281,,,,,
7.54,0.3558736913,0.4616903665,,,,,
7.56,0.3995114837,0.4532619386,,,,,
7.58,0.4378017626,0.4463860972,,,,,
7.6,0.5399046451,0.4382522854,,,,,
7.62,0.6564492852,0.4287300157,,,,,
7.64,0.7247921609,0.422046403,,,,,
7.66,0.7071931727,0.4140741068,,,,,
7.68,0.5792154884,0.4085175504,,,,,
7.7,0.4254311997,0.4033461016,,,,,
7.72,0.332514012,0.3967902467,,,,,
7.74,0.2903867414,0.3908736513,,,,,
7.76,0.2943892404,0.3897326729,,,,,
7.78,0.3055761844,0.3931145,,,,,
7.8,0.3300070894,0.3928302016,,,,,
7.82,0.3466429043,0.3895017373,,,,,
7.84,0.3506128337,0.3871384597,,,,,
7.86,0.3383117308,0.3839970816,,,,,
7.88,0.3347773714,0.3794459462,,,,,
7.9,0.337894905,0.3774699149,,,,,
7.92,0.3650718726,0.3878639059,,,,,
7.94,0.2975800969,0.4207656835,,,,,
7.96,0.3459204183,0.4715255632,,,,,
7.98,0.2899644042,0.5140065031,,,,,
8,0.3731150328,0.5461993048,,,,,
8.02,0.206323091,0.5681325515,,,,,
8.04,0.8685867602,0.5716582058,,,,,
8.06,1.439983088,0.5666535643,403,8.056,632,wfdb_xqrs,ok
8.08,0.316253761,0.556330296,,,,,
8.1,0.3668512074,0.5393649082,,,,,
8.12,0.2904229329,0.5121260925,,,,,
8.14,0.3313274039,0.4835748584,,,,,
8.16,0.3157940783,0.465189671,,,,,
8.18,0.3441787912,0.4575018465,,,,,
8.2,0.3800610736,0.4567532744,,,,,
8.22,0.4768710235,0.4553867934,,,,,
8.24,0.6210419608,0.4499252311,,,,,
8.26,0.7723372089,0.4394448907,,,,,
8.28,0.8192370819,0.4273571854,,,,,
8.3,0.7421142986,0.4172220741,,,,,
8.32,0.5456762934,0.4088471934,,,,,
8.34,0.4001998508,0.4066988062,,,,,
8.36,0.3024460804,0.4077233787,,,,,
8.38,0.2813185885,0.4079478918,,,,,
8.4,0.3040372802,0.4067898047,,,,,
8.42,0.3258532649,0.404774943,,,,,
8.44,0.3563051807,0.405522962,,,,,
8.46,0.3742097054,0.4028345011,,,,,
8.48,0.3792110997,0.3978283532,,,,,
8.5,0.3609320172,0.392413554,,,,,
8.52,0.3683887318,0.3890641133,,,,,
8.54,0.3864851331,0.3906259627,,,,,
8.56,0.4003551622,0.4028784588,,,,,
8.58,0.331146631,0.4296032794,,,,,
8.6,0.3834379752,0.4704356365,,,,,
8.62,0.3285191108,0.5163923716,,,,,
8.64,0.3978787678,0.5516107877,,,,,
8.66,0.2443135405,0.5660555182,,,,,
8.68,0.7730819222,0.5637426226,,,,,
8.7,1.503070263,0.5531419687,435,8.696,640,wfdb_xqrs,ok
8.72,0.4569048744,0.5347358696,,,,,
8.74,0.385264515,0.5068025897,,,,,
8.76,0.3256493078,0.4857058699,,,,,
8.78,0.3810135501,0.4734920583,,,,,
8.8,0.3769350103,0.4698450546,,,,,
8.82,0.4107354029,0.4665256711,,,,,
8.84,0.4521820253,0.4591302908,,,,,
8.86,0.5046026674,0.4501385757,,,,,
8.88,0.6150284317,0.4430344859,,,,,
8.9,0.7279256554,0.4377531965,,,,,
8.92,0.7805867185,0.4318606926,,,,,
8.94,0.7246472371,0.4255742784,,,,,
8.96,0.5738837772,0.4208544326,,,,,
8.98,0.4452454473,0.4178501849,,,,,
9,0.382163601,0.4134629764,,,,,
9.02,0.3571510887,0.4102499641,,,,,
9.04,0.3615706131,0.4113731642,,,,,
9.06,0.3733953147,0.4109398967,,,,,
9.08,0.3832901148,0.4107838526,,,,,
9.1,0.400262344,0.4154961613,,,,,
9.12,0.4054499279,0.4185433603,,,,,
9.14,0.3942227138,0.4182088187,,,,,
9.16,0.380200201,0.4196852516,,,,,
9.18,0.410659147,0.4236474448,,,,,
9.2,0.4311257773,0.4505532289,,,,,
9.22,0.3613734022,0.499733229,,,,,
9.24,0.4222186011,0.5519051957,,,,,
9.26,0.325194091,0.5880482978,,,,,
9.28,0.4297382477,0.6021027384,,,,,
9.3,0.22442225,0.6057715767,,,,,
9.32,0.9448128229,0.6058433324,,,,,
9.34,1.322062879,0.5987118613,467,9.336,640,wfdb_xqrs,ok
9.36,0.3519473765,0.5833818295,,,,,
9.38,0.4238908886,0.562430393,,,,,
9.4,0.3397226391,0.5371397481,,,,,
9.42,0.4474582715,0.513757819,,,,,
9.44,0.4530625445,0.4983202401,,,,,
9.46,0.4993038034,0.4896107046,,,,,
9.48,0.530500513,0.4817007633,,,,,
9.5,0.5987082316,0.4720745139,,,,,
9.52,0.6966519647,0.4630133746,,,,,
9.54,0.7922084229,0.4535996853,,,,,
9.56,0.8181270271,0.4437225609,,,,,
9.58,0.7287943404,0.4348475614,,,,,
9.6,0.5748185018,0.425347319,,,,,
9.62,0.4374048311,0.4195090641,,,,,
9.64,0.3727896187,0.4165283246,,,,,
9.66,0.3547560652,0.414980922,,,,,
9.68,0.361299391,0.4171817746,,,,,
9.7,0.3773279614,0.4183353994,,,,,
9.72,0.3825815604,0.4172827652,,,,,
9.74,0.3856821816,0.4181859431,,,,,
9.76,0.3710750959,0.4162987489,,,,,
9.78,0.3476837231,0.4125587647,,,,,
9.8,0.3583410942,0.4125814969,,,,,
9.82,0.3714589745,0.4194494207,,,,,
9.84,0.3453597389,0.4438706454,,,,,
9.86,0.3110733687,0.487353984,,,,,
9.88,0.3536811437,0.5252748207,,,,,
9.9,0.2986050883,0.5551400155,,,,,
9.92,0.336463536,0.5723913613,,,,,
9.94,0.2605380226,0.5782561798,,,,,
9.96,1.395090397,0.5785833561,498,9.968,632,wfdb_xqrs,ok
9.98,0.7949679841,0.5720254478,,,,,
10,0.2176681815,0.5572674524,,,,,
10.02,0.3434813746,0.5319558074,,,,,
10.04,0.2713985228,0.5034773259,,,,,
10.06,0.3493847564,0.4852568763,,,,,
10.08,0.3340305113,0.4771801263,,,,,
10.1,0.3927331555,0.4720802542,,,,,
10.12,0.4443352281,0.4632961647,,,,,
10.14,0.5417925441,0.4510378463,,,,,
10.16,0.6723590346,0.4389074822,,,,,
10.18,0.7509132359,0.4278506776,,,,,
10.2,0.7263518644,0.4195048166,,,,,
10.22,0.5972137701,0.414456692,,,,,
10.24,0.4227846233,0.4088816223,,,,,
10.26,0.3147906173,0.4027347686,,,,,
10.28,0.2834317436,0.3987014711,,,,,
10.3,0.2746383365,0.4008543937,,,,,
10.32,0.2902005164,0.4042633184,,,,,
10.34,0.318130651,0.4032234252,,,,,
10.36,0.3341894965,0.4015782341,,,,,
10.38,0.3309259729,0.4010534406,,,,,
10.4,0.3063410119,0.3997765875,,,,,
10.42,0.2997137528,0.3947149609,,,,,
10.44,0.3118347881,0.391630182,,,,,
10.46,0.3359875871,0.3991069071,,,,,
10.48,0.3000644509,0.4204444462,,,,,
10.5,0.3342200043,0.4585360276,,,,,
10.52,0.3273865523,0.5046273382,,,,,
10.54,0.3637788296,0.5396384867,,,,,
10.56,0.2676725056,0.5621004177,,,,,
10.58,0.5554559783,0.5706454644,,,,,
10.6,1.545160539,0.5717296014,530,10.6,632,wfdb_xqrs,ok
10.62,0.5204924209,0.564459232,,,,,
10.64,0.3214833178,0.5439314636,,,,,
10.66,0.3262651505,0.5134289364,,,,,
10.68,0.332582749,0.4921599863,,,,,
10.7,0.3670609139,0.4801110303,,,,,
10.72,0.3870647159,0.474579155,,,,,
10.74,0.4297365312,0.4694346883,,,,,
10.76,0.4969200399,0.4604691943,,,,,
10.78,0.597125128,0.4504965545,,,,,
10.8,0.7152731766,0.4396421708,,,,,
10.82,0.778947659,0.428031893,,,,,
10.84,0.7409035863,0.4193076532,,,,,
10.86,0.590757522,0.4128283701,,,,,
10.88,0.4420689022,0.4081801415,,,,,
10.9,0.3605394899,0.4033912702,,,,,
10.92,0.3275798187,0.4008794241,,,,,
10.94,0.3244045039,0.4010046103,,,,,
10.96,0.352307162,0.4009103542,,,,,
10.98,0.371919527,0.3992403994,,,,,
11,0.3839394169,0.3974167768,,,,,
11.02,0.3945000672,0.396688428,,,,,
11.04,0.3723433281,0.3950255725,,,,,
11.06,0.3724112636,0.3922748918,,,,,
11.08,0.3894092577,0.3956434242,,,,,
11.1,0.408727029,0.4152947472,,,,,
11.12,0.3449645703,0.4594138086,,,,,
11.14,0.380385159,0.5146485292,,,,,
11.16,0.3338689385,0.5586632122,,,,,
11.18,0.3957324101,0.5785059824,,,,,
11.2,0.2272308035,0.5857715069,,,,,
11.22,0.7116651174,0.5848069305,,,,,
11.24,1.435967849,0.5790001994,562,11.24,640,wfdb_xqrs,ok
11.26,0.4526191769,0.5691574437,,,,,
11.28,0.3903338332,0.5529135426,,,,,
11.3,0.3287038811,0.5262562768,,,,,
11.32,0.3714809481,0.5019201733,,,,,
11.34,0.3660883179,0.4905213973,,,,,
11.36,0.4003631171,0.4850909072,,,,,
11.38,0.4252606711,0.4814632347,,,,,
11.4,0.4876296179,0.4745977452,,,,,
11.42,0.5906121799,0.46532779,,,,,
11.44,0.6970943331,0.4563723285,,,,,
11.46,0.7379944745,0.4449709884,,,,,
11.48,0.6930196333,0.4339299661,,,,,
11.5,0.5640553567,0.4241707132,,,,,
11.52,0.4331846751,0.4209643134,,,,,
11.54,0.3615592714,0.4196752402,,,,,
11.56,0.3469055953,0.4182147133,,,,,
11.58,0.3590756167,0.418470349,,,,,
11.6,0.3729542574,0.4192650794,,,,,
11.62,0.3739068541,0.4192247009,,,,,
11.64,0.3874492234,0.4174420087,,,,,
11.66,0.3992046124,0.413865232,,,,,
11.68,0.3851416007,0.4109999718,,,,,
11.7,0.3759494219,0.4122578781,,,,,
11.72,0.4117643616,0.4239430644,,,,,
11.74,0.4014131676,0.4567672056,,,,,
11.76,0.3360119,0.508887585,,,,,
11.78,0.4017806403,0.5505124136,,,,,
11.8,0.3339002444,0.5800275472,,,,,
11.82,0.4403192329,0.5978695324,,,,,
11.84,0.2621978838,0.6036564521,,,,,
11.86,1.198285615,0.6036488893,,,,,
11.88,1.145628682,0.5984513362,594,11.872,632,wfdb_xqrs,ok
11.9,0.3368554066,0.5818398972,,,,,
11.92,0.4478100123,0.554881104,,,,,
